player_id,player_name,team_id,team_name,is_goalkeeper,minutes_played,saves,accurate_passes,inaccurate_passes,clearances,interceptions,tackles,accurate_long_balls,accurate_long_balls_attempted,punches,high_claim,stat_points_weighted,stat_points_minutes,stat_points_total,endowed_points,total_points
873566,Yahia Fofana,6709,Côte d'Ivoire,True,90.0,5,22.0,15.0,0,0,0,11,26,0,2,24.62,3.0,27.62,6.0,33.620000000000005
27299,Manuel Neuer,8570,Germany,True,90.0,1,19.0,0.0,0,0,0,5,5,0,0,7.74,3.0,10.74,12.0,22.740000000000002
