player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
796398,Kjell Scherpen,9902,Ipswich Town,90.0,20.42,6.0,26.42
448897,Walter Benítez,9826,Crystal Palace,90.0,23.02,0.0,23.02
