player_name,player_id,team_name,position,stats_score,endowment_score,final_score
Kerim Alajbegovic,1684401,Bosnia and Herzegovina,midfielder,38.94533333333333,9.0,48
Ivan Basic,1179875,Bosnia and Herzegovina,midfielder,38.584,9.0,48
Sead Kolasinac,304345,Bosnia and Herzegovina,defender,29.660000000000004,5.0,35
Edmílson Junior,365245,Qatar,forward,31.441666666666663,3.0,34
Hassan Al Haidos,117539,Qatar,forward,27.60833333333333,3.0,31
Dennis Hadzikadunic,797797,Bosnia and Herzegovina,defender,24.05,5.0,29
Esmir Bajraktarevic,1346860,Bosnia and Herzegovina,midfielder,18.144,9.0,27
Ivan Sunjic,541551,Bosnia and Herzegovina,midfielder,20.074,7.0,27
Nikola Katic,725655,Bosnia and Herzegovina,defender,21.860000000000003,5.0,27
Ermin Mahmic,1528815,Bosnia and Herzegovina,midfielder,21.22866666666667,4.5,26
Akram Afif,613792,Qatar,forward,22.60833333333333,3.0,26
Stjepan Radeljic,653982,Bosnia and Herzegovina,defender,20.57,5.0,26
Ermedin Demirovic,840241,Bosnia and Herzegovina,forward,15.05,9.0,24
Ahmed Fathi,898424,Qatar,midfielder,20.55733333333333,3.0,24
Karim Boudiaf,309153,Qatar,midfielder,19.3,3.0,22
Issa Laye,1839745,Qatar,defender,27.160000000000004,-5.0,22
Benjamin Tahirovic,1415104,Bosnia and Herzegovina,midfielder,16.284,4.5,21
Pedro Miguel,734637,Qatar,defender,25.680000000000003,-5.0,21
Edin Dzeko,15403,Bosnia and Herzegovina,forward,13.775,6.0,20
Boualem Khoukhi,308921,Qatar,defender,24.44,-5.0,19
Sultan Al Brake,644014,Qatar,defender,22.31,-5.0,17
Amar Memic,1300385,Bosnia and Herzegovina,midfielder,12.358,4.5,17
Abdulaziz Hatem,308909,Qatar,midfielder,15.15,0.5,16
Arjan Malic,1515122,Bosnia and Herzegovina,defender,8.27,5.0,13
Ahmed Al Ganehi,1210913,Qatar,forward,15.341666666666663,-2.5,13
Jassem Gaber,1195865,Qatar,midfielder,3.544,3.0,7
Dzenis Burnic,660148,Bosnia and Herzegovina,midfielder,4.036666666666667,2.5,7
Almoez Ali,644017,Qatar,forward,8.108333333333333,-2.5,6
Mohamed Al Mannai,1553870,Qatar,midfielder,4.8726666666666665,0.5,5
Ahmed Alaaeldin,264096,Qatar,forward,6.183333333333333,-2.5,4
Lucas Mendes,149583,Qatar,defender,0.0,0.0,0
Nihad Mujakic,857436,Bosnia and Herzegovina,defender,0.0,0.0,0
Amar Dedic,958010,Bosnia and Herzegovina,defender,0.0,0.0,0
Ayoub Al Oui,1432180,Qatar,defender,0.0,0.0,0
Hashmi Al Hussain,1642780,Qatar,defender,0.0,0.0,0
Amir Hadziahmetovic,639558,Bosnia and Herzegovina,midfielder,0.0,0.0,0
Armin Gigovic,1057426,Bosnia and Herzegovina,midfielder,0.0,0.0,0
Haris Tabakovic,388903,Bosnia and Herzegovina,forward,0.0,0.0,0
Mohammed Muntari,431151,Qatar,forward,0.0,0.0,0
Yusuf Abdurisag,1053987,Qatar,forward,0.0,0.0,0
Jovo Lukic,1174844,Bosnia and Herzegovina,forward,0.0,0.0,0
Samed Bazdar,1284492,Bosnia and Herzegovina,forward,0.0,0.0,0
Tahsin Jamshid,1648351,Qatar,forward,0.0,0.0,0
Bosnia and Herzegovina Keepers,10106,Bosnia and Herzegovina,goalkeeper,15.52,12.0,28
Qatar Keepers,5902,Qatar,goalkeeper,13.24,0.0,13
