player_name,player_id,team_name,position,stats_score,endowment_score,final_score
Nikola Katic,725655,Bosnia and Herzegovina,defender,62.95000000000001,5.0,68
Tarik Muharemovic,1250485,Bosnia and Herzegovina,defender,55.7,5.0,61
Sead Kolasinac,304345,Bosnia and Herzegovina,defender,37.53,5.0,43
Jovo Lukic,1174844,Bosnia and Herzegovina,forward,38.78333333333333,3.0,42
Ivan Basic,1179875,Bosnia and Herzegovina,midfielder,33.044666666666664,7.0,40
Richie Laryea,729506,Canada,defender,33.8,5.0,39
Derek Cornelius,847629,Canada,defender,28.180000000000003,5.0,33
Luc De Fougerolles,1399943,Canada,defender,27.700000000000006,5.0,33
Stephen Eustaquio,816223,Canada,midfielder,26.980666666666664,5.0,32
Ermedin Demirovic,840241,Bosnia and Herzegovina,forward,24.475,3.0,27
Cyle Larin,544312,Canada,forward,25.716666666666665,0.5,26
Amar Dedic,958010,Bosnia and Herzegovina,defender,20.87,5.0,26
Benjamin Tahirovic,1415104,Bosnia and Herzegovina,midfielder,20.344,5.0,25
Alistair Johnston,1055426,Canada,defender,19.61,5.0,25
Tani Oluwaseyi,1338740,Canada,forward,23.83333333333333,0.0,24
Liam Millar,932308,Canada,forward,21.35833333333333,0.0,21
Promise David,1252132,Canada,forward,13.933333333333335,0.5,14
Jonathan David,939569,Canada,forward,14.216666666666669,0.0,14
Amar Memic,1300385,Bosnia and Herzegovina,midfielder,6.288666666666668,7.0,13
Ismaël Koné,1288119,Canada,midfielder,6.803999999999999,5.0,12
Armin Gigovic,1057426,Bosnia and Herzegovina,midfielder,10.841333333333337,0.5,11
Jacob Shaffelburg,1023943,Canada,forward,10.2,0.5,11
Ali Ahmed,1359536,Canada,forward,7.733333333333332,0.5,8
Esmir Bajraktarevic,1346860,Bosnia and Herzegovina,forward,4.133333333333333,3.0,7
Dzenis Burnic,660148,Bosnia and Herzegovina,midfielder,3.908,2.5,6
Samed Bazdar,1284492,Bosnia and Herzegovina,forward,7.366666666666666,-2.5,5
Kerim Alajbegovic,1684401,Bosnia and Herzegovina,forward,6.616666666666666,-2.5,4
Ivan Sunjic,541551,Bosnia and Herzegovina,midfielder,2.833333333333333,0.5,3
Tajon Buchanan,1026135,Canada,midfielder,-1.1066666666666674,3.0,2
Stjepan Radeljic,653982,Bosnia and Herzegovina,defender,0.0,0.0,0
Alphonso Davies,751202,Canada,defender,0.0,0.0,0
Alfie Jones,789598,Canada,defender,0.0,0.0,0
Dennis Hadzikadunic,797797,Bosnia and Herzegovina,defender,0.0,0.0,0
Nihad Mujakic,857436,Bosnia and Herzegovina,defender,0.0,0.0,0
Joel Waterman,1100258,Canada,defender,0.0,0.0,0
Moïse Bombito,1440009,Canada,defender,0.0,0.0,0
Niko Sigur,1494508,Canada,defender,0.0,0.0,0
Arjan Malic,1515122,Bosnia and Herzegovina,defender,0.0,0.0,0
Jonathan Osorio,432605,Canada,midfielder,0.0,0.0,0
Amir Hadziahmetovic,639558,Bosnia and Herzegovina,midfielder,0.0,0.0,0
Mathieu Choinière,943428,Canada,midfielder,0.0,0.0,0
Nathan Saliba,1216798,Canada,midfielder,0.0,0.0,0
Ermin Mahmic,1528815,Bosnia and Herzegovina,midfielder,0.0,0.0,0
Edin Dzeko,15403,Bosnia and Herzegovina,forward,0.0,0.0,0
Haris Tabakovic,388903,Bosnia and Herzegovina,forward,0.0,0.0,0
Jayden Nelson,1082106,Canada,forward,0.0,0.0,0
Canada Keepers,5810,Canada,goalkeeper,17.32,12.0,29
Bosnia and Herzegovina Keepers,10106,Bosnia and Herzegovina,goalkeeper,14.52,12.0,27
