player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
535669,Mohammed Al Owais,7795,Saudi Arabia,90.0,37.1,12.0,49.1
56829,Fernando Muslera,5796,Uruguay,90.0,18.04,12.0,30.04
