player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
1131987,Bart Verbruggen,6708,Netherlands,90.0,15.780000000000001,12.0,27.78
982855,Aymen Dahmen,6719,Tunisia,90.0,25.38,0.0,25.38
