player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
764018,Gregor Kobel,6717,Switzerland,90.0,16.84,12.0,28.84
466867,Nikola Vasilj,10106,Bosnia and Herzegovina,90.0,16.86,-6.0,10.86
