player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
27299,Manuel Neuer,8570,Germany,90.0,9.84,12.0,21.84
150242,Eloy Room,287981,Curaçao,90.0,25.84,-24.0,1.8399999999999999
