player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
303919,Jordan Pickford,8491,England,90.0,18.58,18.0,36.58
531913,Orlando Mosquera,5922,Panama,90.0,19.18,6.0,25.18
