player_id,player_name,team_id,team_name,is_goalkeeper,minutes_played,saves,accurate_passes,inaccurate_passes,clearances,interceptions,tackles,accurate_long_balls,accurate_long_balls_attempted,punches,high_claim,saved_penalties,stat_points_weighted,stat_points_minutes,stat_points_total,endowed_points,total_points
268375,Emiliano Martínez,6706,Argentina,True,90.0,0,13.0,6.0,0,0,0,2,8,0,0,0,1.48,3.0,4.48,6.0,10.48
1228546,Mostafa Ahmed Shobeir,10255,Egypt,True,90.0,4,21.0,6.0,3,0,0,4,9,3,1,1,33.56,3.0,36.56,0.0,36.56
