player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
303919,Jordan Pickford,8491,England,90.0,30.98,6.0,36.980000000000004
383971,Dominik Livakovic,10155,Croatia,90.0,34.74,-6.0,28.740000000000002
