player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
873566,Yahia Fofana,6709,Côte d'Ivoire,90.0,17.82,18.0,35.82
150242,Eloy Room,287981,Curaçao,90.0,9.82,6.0,15.82
