player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
361717,Rui Silva,9768,Sporting Lisbon,90.0,19.240000000000002,12.0,31.240000000000002
603669,Uğurcan Çakir,8637,Galatasaray,90.0,16.36,0.0,16.36
