player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
776689,Caoimhín Kelleher,9937,Brentford,90.0,23.82,18.0,41.82
1341475,Antonín Kinsky,8586,Tottenham Hotspur,90.0,30.76,0.0,30.76
