player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
522236,Fabian Bredlow,10269,VfB Stuttgart,90.0,20.02,12.0,32.019999999999996
119598,Arild Østbø,8478,Viking FK,90.0,11.18,0.0,11.18
