player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
976428,Dmytro Riznyk,9728,Shakhtar Donetsk,90.0,18.06,12.0,30.06
1077903,Matěj Kovár,8640,PSV,90.0,15.08,12.0,27.08
