player_id,player_name,team_id,team_name,score,gw_id
188058,Daniel Burn,10261,Newcastle United,-10,1
1137407,Malick Thiaw,10261,Newcastle United,-10,1
1197655,Lewis Hall,10261,Newcastle United,-10,1
743533,Federico Valverde,8633,Real Madrid,87,1
8633,Real Madrid Keepers,8633,Real Madrid,47,1
276738,Antonio Rüdiger,8633,Real Madrid,38,1
1253890,Arda Güler,8633,Real Madrid,34,1
750027,Brahim Díaz,8633,Real Madrid,31,1
914458,Aurélien Tchouaméni,8633,Real Madrid,30,1
623537,Ferland Mendy,8633,Real Madrid,28,1
1367619,Dean Huijsen,8633,Real Madrid,26,1
760712,Trent Alexander-Arnold,8633,Real Madrid,25,1
750028,Fran García,8633,Real Madrid,23,1
846033,Vinícius Júnior,8633,Real Madrid,23,1
1796908,Thiago Pitarch,8633,Real Madrid,18,1
1015185,Eduardo Camavinga,8633,Real Madrid,13,1
282674,Daniel Carvajal,8633,Real Madrid,9,1
1508427,Manuel Ángel,8633,Real Madrid,7,1
1413847,Gonzalo García,8633,Real Madrid,5,1
1580528,Raúl Asencio,8633,Real Madrid,3,1
1696019,Diego Aguado,8633,Real Madrid,3,1
1403691,César Palacios,8633,Real Madrid,3,1
1807277,Jorge Cestero,8633,Real Madrid,3,1
1607566,Franco Mastantuono,8633,Real Madrid,-2,1
1173787,Xavi Simons,8586,Tottenham Hotspur,70,1
1288111,Mathys Tel,8586,Tottenham Hotspur,40,1
823825,Randal Kolo Muani,8586,Tottenham Hotspur,36,1
1323305,Archie Gray,8586,Tottenham Hotspur,34,1
789066,Cristian Romero,8586,Tottenham Hotspur,31,1
1107280,Pape Sarr,8586,Tottenham Hotspur,31,1
8586,Tottenham Hotspur Keepers,8586,Tottenham Hotspur,31,1
1097466,Micky van de Ven,8586,Tottenham Hotspur,25,1
1203661,Radu Dragusin,8586,Tottenham Hotspur,15,1
754126,Kevin Danso,8586,Tottenham Hotspur,11,1
966027,Conor Gallagher,8586,Tottenham Hotspur,10,1
894803,Djed Spence,8586,Tottenham Hotspur,9,1
1386775,Lucas Bergvall,8586,Tottenham Hotspur,7,1
1431275,Callum Olusesi,8586,Tottenham Hotspur,7,1
941573,Pedro Porro,8586,Tottenham Hotspur,4,1
1531854,James Rowswell,8586,Tottenham Hotspur,3,1
1300529,Rio Kyerematen,8586,Tottenham Hotspur,3,1
1052898,Destiny Udogie,8586,Tottenham Hotspur,2,1
