player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
562727,David Raya,9825,Arsenal,90.0,28.22,18.0,46.22
1125720,Robin Roefs,8472,Sunderland,90.0,16.36,6.0,22.36
