player_name,player_id,team_name,position,stats_score,endowment_score,final_score
Harry Kane,194165,FC Bayern München,forward,54.00833333333333,12.0,66
Ousmane Dembélé,692984,Paris Saint-Germain,forward,47.79166666666667,15.0,63
Khvicha Kvaratskhelia,900433,Paris Saint-Germain,forward,45.54166666666667,15.0,61
Désiré Doué,1339208,Paris Saint-Germain,forward,39.15833333333334,15.0,54
Luis Díaz,860914,FC Bayern München,midfielder,49.598,3.0,53
Aleksandar Pavlovic,1473580,FC Bayern München,midfielder,44.03466666666667,3.0,47
Michael Olise,1029063,FC Bayern München,midfielder,38.68,3.0,42
Vitinha,1061249,Paris Saint-Germain,midfielder,31.712,7.0,39
João Neves,1342757,Paris Saint-Germain,midfielder,31.416,7.0,38
Joshua Kimmich,460632,FC Bayern München,midfielder,28.05,3.0,31
Warren Zaïre-Emery,1367615,Paris Saint-Germain,midfielder,18.75733333333333,11.0,30
Jamal Musiala,1156141,FC Bayern München,midfielder,23.74533333333333,3.0,27
Konrad Laimer,526827,FC Bayern München,defender,24.06,-5.0,19
Dayot Upamecano,658554,FC Bayern München,defender,30.550000000000004,-15.0,16
Senny Mayulu,1574189,Paris Saint-Germain,midfielder,8.847999999999999,2.5,11
Lucas Hernández,504606,Paris Saint-Germain,defender,6.340000000000001,5.0,11
Willian Pacho,1137670,Paris Saint-Germain,defender,20.54,-10.0,11
Alphonso Davies,751202,FC Bayern München,defender,13.72,-5.0,9
Fabián Ruiz,605654,Paris Saint-Germain,midfielder,7.544666666666668,-1.5,6
Leon Goretzka,343748,FC Bayern München,midfielder,3.0286666666666666,2.5,6
Jonathan Tah,469700,FC Bayern München,defender,20.45,-15.0,5
Nicolas Jackson,1197347,FC Bayern München,forward,5.2,0.0,5
Gonçalo Ramos,940087,Paris Saint-Germain,forward,5.0,0.0,5
Ibrahim Mbaye,1593857,Paris Saint-Germain,forward,5.0,0.0,5
Marquinhos,267365,Paris Saint-Germain,defender,13.37,-10.0,3
Josip Stanisic,950824,FC Bayern München,defender,18.290000000000003,-15.0,3
Min-Jae Kim,828159,FC Bayern München,defender,3.0,0.0,3
Hiroki Ito,851626,FC Bayern München,defender,3.0,0.0,3
Ilya Zabarnyi,1140003,Paris Saint-Germain,defender,3.0,0.0,3
Lucas Beraldo,1255209,Paris Saint-Germain,defender,3.0,0.0,3
Deniz Ofli,1845073,FC Bayern München,defender,3.0,0.0,3
Filip Pavic,1867094,FC Bayern München,defender,3.0,0.0,3
Kang-In Lee,940976,Paris Saint-Germain,midfielder,3.0,0.0,3
Dro Fernández,1682313,Paris Saint-Germain,midfielder,3.0,0.0,3
Achraf Hakimi,770881,Paris Saint-Germain,defender,11.639999999999995,-10.0,2
Nuno Mendes,1158945,Paris Saint-Germain,defender,8.039999999999997,-10.0,-2
Bradley Barcola,1297165,Paris Saint-Germain,forward,0.441666666666667,-2.5,-2
Paris Saint-Germain Keepers,9847,Paris Saint-Germain,goalkeeper,26.86,-6.0,21
FC Bayern München Keepers,9823,FC Bayern München,goalkeeper,5.359999999999999,-12.0,-7
