player_id,player_name,team_id,team_name,position,href,source_files
1751162,Amin Cosic,8478,Viking,Forward,https://www.fotmob.com/en-GB/players/1751162/amin-cosic,Viking_Squad.json
544693,Amir Rrahmani,9875,Napoli,Defender,https://www.fotmob.com/en-GB/players/544693/amir-rrahmani,Napoli_Squad.json
1050838,Anass Salah-Eddine,8686,Roma,Defender,https://www.fotmob.com/en-GB/players/1050838/anass-salah-eddine,Roma_Squad.json
873270,Anastasios Douvikas,10171,Como,Forward,https://www.fotmob.com/en-GB/players/873270/anastasios-douvikas,Como_Squad.json
935392,Anders Bærtelsen,8478,Viking,Defender,https://www.fotmob.com/en-GB/players/935392/anders-baertelsen,Viking_Squad.json
338136,Andraz Sporar,6019,Slovan Bratislava,Forward,https://www.fotmob.com/en-GB/players/338136/andraz-sporar,Slovan_Bratislava_Squad.json
449232,Andreas Christensen,8634,Barcelona,Defender,https://www.fotmob.com/en-GB/players/449232/andreas-christensen,Barcelona_Squad.json
615292,Andreas Helmersen,8402,Bodo/Glimt,Forward,https://www.fotmob.com/en-GB/players/615292/andreas-helmersen,Bodo_Glimt_Squad.json
1691828,Andrej Vasovic,8342,Club Brugge,Forward,https://www.fotmob.com/en-GB/players/1691828/andrej-vasovic,Club_Brugge_Squad.json
1372921,Andrey Santos,10260,Manchester United,Midfielder,https://www.fotmob.com/en-GB/players/1372921/andrey-santos,Manchester_United_Squad.json
1634789,Andrija Bulatovic,8588,Lens,Midfielder,https://www.fotmob.com/en-GB/players/1634789/andrija-bulatovic,Lens_Squad.json
1482209,Andrija Maksimovic,178475,RB Leipzig,Midfielder,https://www.fotmob.com/en-GB/players/1482209/andrija-maksimovic,RB_Leipzig_Squad.json
388523,André Silva,9773,FC Porto,Forward,https://www.fotmob.com/en-GB/players/388523/andre-silva,FC_Porto_Squad.json
688449,Andrés Andrade,9977,LASK,Defender,https://www.fotmob.com/en-GB/players/688449/andres-andrade,LASK_Squad.json
1254297,Andy Diouf,8636,Inter,Midfielder,https://www.fotmob.com/en-GB/players/1254297/andy-diouf,Inter_Squad.json
1421040,Ange N'Guessan,7787,Slavia Prague,Defender,https://www.fotmob.com/en-GB/players/1421040/ange-nguessan,Slavia_Prague_Squad.json
1199383,Ange-Yoan Bonny,8636,Inter,Forward,https://www.fotmob.com/en-GB/players/1199383/ange-yoan-bonny,Inter_Squad.json
1071186,Angelo Stiller,10269,VfB Stuttgart,Midfielder,https://www.fotmob.com/en-GB/players/1071186/angelo-stiller,VfB_Stuttgart_Squad.json
1576876,Anis Hadj Moussa,10235,Feyenoord,Forward,https://www.fotmob.com/en-GB/players/1576876/anis-hadj-moussa,Feyenoord_Squad.json
906937,Anthony Gordon,8634,Barcelona,Forward,https://www.fotmob.com/en-GB/players/906937/anthony-gordon,Barcelona_Squad.json
933576,Antoine Semenyo,8456,Manchester City,Forward,https://www.fotmob.com/en-GB/players/933576/antoine-semenyo,Manchester_City_Squad.json
1726757,Antonio Arena,8686,Roma,Forward,https://www.fotmob.com/en-GB/players/1726757/antonio-arena,Roma_Squad.json
1248482,Antonio Nusa,178475,RB Leipzig,Forward,https://www.fotmob.com/en-GB/players/1248482/antonio-nusa,RB_Leipzig_Squad.json
276738,Antonio Rüdiger,8633,Real Madrid,Defender,https://www.fotmob.com/en-GB/players/276738/antonio-rudiger,Real_Madrid_Squad.json
1320863,Antonio Vergara,9875,Napoli,Midfielder,https://www.fotmob.com/en-GB/players/1320863/antonio-vergara,Napoli_Squad.json
967622,Antony,8603,Real Betis,Forward,https://www.fotmob.com/en-GB/players/967622/antony,Real_Betis_Squad.json
1113704,Archie Brown,8695,Fenerbahce,Defender,https://www.fotmob.com/en-GB/players/1113704/archie-brown,Fenerbahce_Squad.json
1253890,Arda Güler,8633,Real Madrid,Midfielder,https://www.fotmob.com/en-GB/players/1253890/arda-guler,Real_Madrid_Squad.json
