player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
560939,Jean Butez,10171,Como,90.0,21.5,12.0,33.5
972200,Maarten Vandevoordt,178475,RB Leipzig,90.0,17.18,-6.0,11.18
