source_file,player_name,player_id,team_name,position,stats_score,endowment_score,final_score
Liverpool_ParisStGermain_FinalPoints.csv,Curtis Jones,933768,Liverpool,midfielder,4.455333333333333,0.5,5
Liverpool_ParisStGermain_FinalPoints.csv,Trey Nyoni,1436258,Liverpool,midfielder,3.0,0.0,3
Liverpool_ParisStGermain_FinalPoints.csv,Willian Pacho,1137670,Paris Saint-Germain,defender,27.190000000000005,10.0,37
Liverpool_ParisStGermain_FinalPoints.csv,Lucas Hernández,504606,Paris Saint-Germain,defender,19.863333333333337,10.0,30
Liverpool_ParisStGermain_FinalPoints.csv,Marquinhos,267365,Paris Saint-Germain,defender,17.69,10.0,28
Liverpool_ParisStGermain_FinalPoints.csv,Achraf Hakimi,770881,Paris Saint-Germain,defender,14.71,10.0,25
Liverpool_ParisStGermain_FinalPoints.csv,Nuno Mendes,1158945,Paris Saint-Germain,defender,14.946666666666667,5.0,20
Liverpool_ParisStGermain_FinalPoints.csv,Lucas Beraldo,1255209,Paris Saint-Germain,defender,4.85,5.0,10
Liverpool_ParisStGermain_FinalPoints.csv,Ilya Zabarnyi,1140003,Paris Saint-Germain,defender,3.0,0.0,3
Liverpool_ParisStGermain_FinalPoints.csv,Ousmane Dembélé,692984,Paris Saint-Germain,forward,53.03333333333333,6.0,59
Liverpool_ParisStGermain_FinalPoints.csv,Khvicha Kvaratskhelia,900433,Paris Saint-Germain,forward,32.1,6.0,38
Liverpool_ParisStGermain_FinalPoints.csv,Bradley Barcola,1297165,Paris Saint-Germain,forward,16.05,3.5,20
Liverpool_ParisStGermain_FinalPoints.csv,Désiré Doué,1339208,Paris Saint-Germain,forward,8.866666666666667,0.0,9
Liverpool_ParisStGermain_FinalPoints.csv,Gonçalo Ramos,940087,Paris Saint-Germain,forward,5.0,0.0,5
Liverpool_ParisStGermain_FinalPoints.csv,Ibrahim Mbaye,1593857,Paris Saint-Germain,forward,5.0,0.0,5
Liverpool_ParisStGermain_FinalPoints.csv,Paris Saint-Germain Keepers,9847,Paris Saint-Germain,goalkeeper,37.06,18.0,55
Liverpool_ParisStGermain_FinalPoints.csv,Vitinha,1061249,Paris Saint-Germain,midfielder,31.65,9.0,41
Liverpool_ParisStGermain_FinalPoints.csv,João Neves,1342757,Paris Saint-Germain,midfielder,24.0,9.0,33
Liverpool_ParisStGermain_FinalPoints.csv,Warren Zaïre-Emery,1367615,Paris Saint-Germain,midfielder,7.938,7.0,15
Liverpool_ParisStGermain_FinalPoints.csv,Kang-In Lee,940976,Paris Saint-Germain,midfielder,3.0,0.0,3
Liverpool_ParisStGermain_FinalPoints.csv,Senny Mayulu,1574189,Paris Saint-Germain,midfielder,3.0,0.0,3
Liverpool_ParisStGermain_FinalPoints.csv,Dro Fernández,1682313,Paris Saint-Germain,midfielder,3.0,0.0,3
BayernMunich_RealMadrid_FinalPoints.csv,Éder Militao,844415,Real Madrid,defender,32.8,-10.0,23
BayernMunich_RealMadrid_FinalPoints.csv,Trent Alexander-Arnold,760712,Real Madrid,defender,26.39666666666667,-5.0,21
BayernMunich_RealMadrid_FinalPoints.csv,Antonio Rüdiger,276738,Real Madrid,defender,22.7,-10.0,13
BayernMunich_RealMadrid_FinalPoints.csv,David Alaba,121633,Real Madrid,defender,3.0,0.0,3
BayernMunich_RealMadrid_FinalPoints.csv,Daniel Carvajal,282674,Real Madrid,defender,3.0,0.0,3
BayernMunich_RealMadrid_FinalPoints.csv,Fran García,750028,Real Madrid,defender,3.0,0.0,3
BayernMunich_RealMadrid_FinalPoints.csv,Alvaro Carreras,1190025,Real Madrid,defender,3.0,0.0,3
BayernMunich_RealMadrid_FinalPoints.csv,Dean Huijsen,1367619,Real Madrid,defender,3.0,0.0,3
BayernMunich_RealMadrid_FinalPoints.csv,Ferland Mendy,623537,Real Madrid,defender,8.489999999999998,-10.0,-2
BayernMunich_RealMadrid_FinalPoints.csv,Kylian Mbappé,701154,Real Madrid,forward,44.0,9.0,53
BayernMunich_RealMadrid_FinalPoints.csv,Brahim Díaz,750027,Real Madrid,forward,14.208333333333332,9.0,23
BayernMunich_RealMadrid_FinalPoints.csv,Vinícius Júnior,846033,Real Madrid,forward,12.841666666666669,9.0,22
BayernMunich_RealMadrid_FinalPoints.csv,Gonzalo García,1413847,Real Madrid,forward,5.0,0.0,5
BayernMunich_RealMadrid_FinalPoints.csv,Franco Mastantuono,1607566,Real Madrid,forward,5.2,0.0,5
BayernMunich_RealMadrid_FinalPoints.csv,Real Madrid Keepers,8633,Real Madrid,goalkeeper,20.52,-6.0,15
BayernMunich_RealMadrid_FinalPoints.csv,Jude Bellingham,1077894,Real Madrid,midfielder,35.652,3.0,39
BayernMunich_RealMadrid_FinalPoints.csv,Arda Güler,1253890,Real Madrid,midfielder,34.46066666666667,5.0,39
BayernMunich_RealMadrid_FinalPoints.csv,Federico Valverde,743533,Real Madrid,midfielder,22.53,3.0,26
BayernMunich_RealMadrid_FinalPoints.csv,Eduardo Camavinga,1015185,Real Madrid,midfielder,11.758,-1.5,10
BayernMunich_RealMadrid_FinalPoints.csv,Dani Ceballos,531629,Real Madrid,midfielder,3.0,0.0,3
BayernMunich_RealMadrid_FinalPoints.csv,Thiago Pitarch,1796908,Real Madrid,midfielder,3.187333333333333,0.0,3
Arsenal_SportingCP_FinalPoints.csv,Eduardo Quaresma,1156380,Sporting Lisbon,defender,32.593333333333334,10.0,43
Arsenal_SportingCP_FinalPoints.csv,Maxi Araújo,1031656,Sporting Lisbon,defender,27.160000000000004,10.0,37
Arsenal_SportingCP_FinalPoints.csv,Gonçalo Inácio,1165710,Sporting Lisbon,defender,20.31,10.0,30
Arsenal_SportingCP_FinalPoints.csv,Ousmane Diomande,1425182,Sporting Lisbon,defender,11.71,10.0,22
Arsenal_SportingCP_FinalPoints.csv,Georgios Vagiannidis,1119687,Sporting Lisbon,defender,14.856666666666666,5.0,20
Arsenal_SportingCP_FinalPoints.csv,Ricardo Mangas,824655,Sporting Lisbon,defender,3.0,0.0,3
Arsenal_SportingCP_FinalPoints.csv,Zeno Debast,1232172,Sporting Lisbon,defender,3.0,0.0,3
Arsenal_SportingCP_FinalPoints.csv,Pote,875133,Sporting Lisbon,forward,21.416666666666664,0.0,21
Arsenal_SportingCP_FinalPoints.csv,Geny Catamo,1088753,Sporting Lisbon,forward,9.975,0.0,10
Arsenal_SportingCP_FinalPoints.csv,Luis Suárez,792303,Sporting Lisbon,forward,8.333333333333332,0.0,8
Arsenal_SportingCP_FinalPoints.csv,Souleymane Faye,1107257,Sporting Lisbon,forward,5.0,0.0,5
Arsenal_SportingCP_FinalPoints.csv,Flávio Gonçalves,1691190,Sporting Lisbon,forward,5.0,0.0,5
Arsenal_SportingCP_FinalPoints.csv,Rafael Nel,1525416,Sporting Lisbon,forward,5.166666666666667,-2.5,3
Arsenal_SportingCP_FinalPoints.csv,Geovany Quenda,1530314,Sporting Lisbon,forward,5.591666666666667,-2.5,3
Arsenal_SportingCP_FinalPoints.csv,Sporting Lisbon Keepers,9768,Sporting Lisbon,goalkeeper,15.16,18.0,33
Arsenal_SportingCP_FinalPoints.csv,Morten Hjulmand,950199,Sporting Lisbon,midfielder,31.646,5.0,37
Arsenal_SportingCP_FinalPoints.csv,Hidemasa Morita,915102,Sporting Lisbon,midfielder,15.716666666666669,5.0,21
Arsenal_SportingCP_FinalPoints.csv,Trincão,732282,Sporting Lisbon,midfielder,13.951333333333332,5.0,19
Arsenal_SportingCP_FinalPoints.csv,Daniel Bragança,1014980,Sporting Lisbon,midfielder,10.183333333333334,2.5,13
Arsenal_SportingCP_FinalPoints.csv,João Simões,1663855,Sporting Lisbon,midfielder,10.287333333333333,2.5,13
Arsenal_SportingCP_FinalPoints.csv,Giorgi Kochorashvili,953958,Sporting Lisbon,midfielder,3.0,0.0,3
Arsenal_SportingCP_FinalPoints.csv,Salvador Blopa,1712326,Sporting Lisbon,midfielder,3.0,0.0,3
