player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
618878,Gianluigi Donnarumma,8456,Manchester City,90.0,22.34,18.0,40.34
1178602,Senne Lammens,10260,Manchester United,90.0,10.68,12.0,22.68
