player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
340020,Yassine Bounou,6262,Morocco,90.0,30.62,6.0,36.620000000000005
466439,Mike Maignan,6723,France,90.0,10.28,18.0,28.28
