player_id,player_name,team_id,team_name,minutes_played,stat_points_total,endowed_points,total_points
466439,Mike Maignan,6723,France,90.0,21.04,12.0,33.04
631757,Egil Selvik,8492,Norway,90.0,23.18,-6.0,17.18
