player_id,player_name,team_id,team_name,usual_playing_position_id,minutes_played,goals,assists,accurate_passes,inaccurate_passes,chances_created,shots_on_target,shots_off_target,dispossessed,tackles,last_man_tackle,clearance_off_the_line,tackles_lost,blocks,clearances,headed_clearance,clearances_total,interceptions,recoveries,dribbled_past,ground_duels_won,ground_duels_lost,aerial_duels_won,aerial_duels_lost,was_fouled,fouls_committed,duels_won,errors_led_to_goal,caught_offside,crosses_completed,crosses_attempted,long_balls_completed,long_balls_attempted,missed_penalty,own_goals,woodwork,dribbles_successful,dribbles_attempted,dribbles_failed,red_cards,stat_role
474589,José Giménez,9906,Atlético de Madrid,1,3.0,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,0,0,1.0,1.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,Defender
488412,Clément Lenglet,9906,Atlético de Madrid,1,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
602563,Marcos Llorente,9906,Atlético de Madrid,1,90.0,0.0,0.0,27.0,6.0,0.0,0.0,0.0,2.0,3.0,0,0,4.0,1.0,1.0,,1,1.0,6.0,2.0,5.0,4.0,0.0,0.0,,0.0,5.0,0,0,0,2,0,0,0,0,0,2,2,0,0,Defender
609516,Robin Le Normand,9906,Atlético de Madrid,1,90.0,0.0,0.0,24.0,5.0,1.0,,,0.0,4.0,0,0,0.0,1.0,11.0,9.0,20,3.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,0.0,8.0,0,0,0,0,1,3,0,0,0,0,0,0,0,Defender
726345,Nahuel Molina,9906,Atlético de Madrid,1,64.0,0.0,0.0,25.0,5.0,0.0,,,0.0,5.0,0,0,2.0,0.0,1.0,1.0,2,1.0,1.0,1.0,6.0,2.0,0.0,1.0,,1.0,6.0,0,0,0,0,2,4,0,0,0,1,1,0,0,Defender
727897,Dávid Hancko,9906,Atlético de Madrid,1,90.0,1.0,0.0,34.0,4.0,0.0,1.0,0.0,1.0,0.0,0,0,2.0,1.0,2.0,2.0,4,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,3,0,0,0,0,0,0,0,Defender
754126,Kevin Danso,8586,Tottenham Hotspur,1,9.0,0.0,0.0,11.0,3.0,0.0,,,1.0,0.0,0,0,2.0,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0,0,0,0,1,2,0,0,0,0,0,0,0,Defender
789066,Cristian Romero,8586,Tottenham Hotspur,1,81.0,0.0,0.0,30.0,6.0,1.0,,,0.0,1.0,0,0,1.0,2.0,4.0,3.0,7,2.0,4.0,0.0,1.0,1.0,3.0,0.0,,1.0,4.0,0,0,0,0,2,3,0,0,0,0,0,0,0,Defender
894803,Djed Spence,8586,Tottenham Hotspur,1,90.0,0.0,0.0,39.0,5.0,1.0,0.0,0.0,3.0,1.0,1,0,9.0,2.0,2.0,,2,2.0,4.0,2.0,2.0,9.0,1.0,0.0,,3.0,3.0,0,0,0,1,2,2,0,0,0,1,2,1,0,Defender
941573,Pedro Porro,8586,Tottenham Hotspur,1,74.0,0.0,0.0,15.0,11.0,0.0,2.0,0.0,1.0,0.0,0,0,4.0,0.0,0.0,,0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0,0,0,3,1,5,0,0,0,0,0,0,0,Defender
1051097,Matteo Ruggeri,9906,Atlético de Madrid,1,90.0,0.0,0.0,46.0,8.0,1.0,,,1.0,0.0,0,0,2.0,0.0,6.0,2.0,8,2.0,3.0,0.0,0.0,2.0,1.0,0.0,,1.0,1.0,0,1,0,3,3,7,0,0,0,0,0,0,0,Defender
1052898,Destiny Udogie,8586,Tottenham Hotspur,1,24.0,0.0,0.0,13.0,0.0,0.0,,,0.0,1.0,0,0,3.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,2.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,Defender
1097466,Micky van de Ven,8586,Tottenham Hotspur,1,90.0,0.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,2.0,0.0,3.0,3.0,6,2.0,3.0,1.0,2.0,2.0,2.0,0.0,,1.0,4.0,0,0,0,0,2,4,0,0,0,1,1,0,0,Defender
1203661,Radu Dragusin,8586,Tottenham Hotspur,1,66.0,0.0,0.0,18.0,8.0,1.0,1.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,,0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,,1.0,1.0,0,0,0,1,0,4,0,0,0,0,1,1,0,Defender
1323897,Marc Pubill,9906,Atlético de Madrid,1,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
1447089,Julio Díaz,9906,Atlético de Madrid,1,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
1531854,James Rowswell,8586,Tottenham Hotspur,1,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
184533,Koke,9906,Atlético de Madrid,2,26.0,0.0,0.0,13.0,1.0,2.0,0.0,0.0,0.0,3.0,0,0,2.0,0.0,0.0,,0,0.0,5.0,1.0,4.0,2.0,0.0,0.0,,1.0,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,Midfielder
690516,Ademola Lookman,9906,Atlético de Madrid,2,63.0,0.0,1.0,21.0,3.0,2.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,1.0,,1,1.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,Midfielder
841672,Nicolás González,9906,Atlético de Madrid,2,6.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
942372,Álex Baena,9906,Atlético de Madrid,2,6.0,0.0,0.0,1.0,1.0,1.0,,,1.0,0.0,0,0,1.0,0.0,1.0,1.0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0,0,1,1,0,0,0,0,0,0,0,0,0,Midfielder
955271,Thiago Almada,9906,Atlético de Madrid,2,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
966027,Conor Gallagher,8586,Tottenham Hotspur,2,9.0,0.0,0.0,3.0,0.0,1.0,,,0.0,0.0,0,0,1.0,0.0,0.0,,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
1107280,Pape Sarr,8586,Tottenham Hotspur,2,90.0,0.0,0.0,45.0,6.0,0.0,0.0,1.0,0.0,1.0,0,0,3.0,2.0,2.0,2.0,4,3.0,8.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,3,0,0,0,0,1,1,0,Midfielder
1173678,Johnny Cardoso,9906,Atlético de Madrid,2,90.0,0.0,0.0,38.0,7.0,0.0,,,0.0,5.0,0,0,2.0,0.0,1.0,,1,0.0,6.0,2.0,9.0,2.0,0.0,2.0,3.0,0.0,9.0,0,0,0,0,0,1,0,0,0,1,1,0,0,Midfielder
1173787,Xavi Simons,8586,Tottenham Hotspur,2,90.0,2.0,0.0,41.0,5.0,5.0,2.0,0.0,3.0,2.0,0,0,5.0,1.0,1.0,,1,1.0,9.0,0.0,8.0,5.0,1.0,0.0,2.0,1.0,9.0,0,0,0,1,3,4,0,0,0,4,6,2,0,Midfielder
1226147,Giuliano Simeone,9906,Atlético de Madrid,2,87.0,0.0,0.0,23.0,4.0,0.0,1.0,2.0,0.0,5.0,0,0,2.0,1.0,1.0,1.0,2,2.0,5.0,1.0,11.0,2.0,1.0,4.0,3.0,0.0,12.0,1,0,0,0,1,1,0,0,0,3,4,1,0,Midfielder
1254394,Obed Vargas,9906,Atlético de Madrid,2,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
1300529,Rio Kyerematen,8586,Tottenham Hotspur,2,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
1323305,Archie Gray,8586,Tottenham Hotspur,2,81.0,0.0,1.0,38.0,5.0,2.0,,,1.0,0.0,0,0,5.0,1.0,1.0,1.0,2,1.0,9.0,2.0,2.0,5.0,0.0,1.0,,1.0,2.0,0,0,1,1,2,3,0,0,0,2,3,1,0,Midfielder
1386775,Lucas Bergvall,8586,Tottenham Hotspur,2,16.0,0.0,0.0,10.0,2.0,0.0,,,1.0,0.0,0,0,1.0,0.0,0.0,,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder
1431275,Callum Olusesi,8586,Tottenham Hotspur,2,9.0,0.0,0.0,6.0,0.0,0.0,,,0.0,0.0,0,0,1.0,0.0,0.0,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,1,1,0,Midfielder
184138,Antoine Griezmann,9906,Atlético de Madrid,3,84.0,0.0,0.0,36.0,4.0,1.0,0.0,0.0,1.0,0.0,0,0,2.0,0.0,0.0,,0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0,1,0,1,4,5,0,0,0,0,1,1,0,Forward
440330,Alexander Sørloth,9906,Atlético de Madrid,3,27.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,4.0,0.0,1.0,1.0,2,0.0,1.0,1.0,0.0,4.0,0.0,2.0,,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward
823825,Randal Kolo Muani,8586,Tottenham Hotspur,3,90.0,1.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,1.0,0,0,3.0,1.0,1.0,1.0,2,1.0,1.0,0.0,1.0,3.0,1.0,1.0,,3.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,Forward
974753,Julián Álvarez,9906,Atlético de Madrid,3,84.0,1.0,1.0,25.0,2.0,3.0,3.0,1.0,0.0,2.0,0,0,5.0,0.0,2.0,1.0,3,0.0,3.0,3.0,6.0,5.0,0.0,2.0,1.0,2.0,6.0,0,0,1,7,1,1,0,0,0,3,3,0,0,Forward
1288111,Mathys Tel,8586,Tottenham Hotspur,3,81.0,0.0,1.0,14.0,5.0,1.0,5.0,0.0,4.0,1.0,0,0,12.0,0.0,0.0,,0,0.0,3.0,1.0,5.0,12.0,2.0,1.0,,0.0,7.0,0,0,3,12,0,1,0,0,0,4,11,7,0,Forward
